"Season","Conference","Player","Team","BA","OBP","SLG","OPS","GP","PA","AB","R","H","2B","3B","HR","RBI","HBP","BB","K","SB","CS"
2022,"All Division I","Autumn Owen","Marshall",0.354,0.421,0.597,1.018,51,164,144,36,51,11,0,8,23,0,18,29,7,1
2022,"All Division I","Avery Drake","Houston Christian",0.161,0.273,0.185,0.458,45,154,124,14,20,3,0,0,5,2,17,22,9,1
2022,"All Division I","Avery Wysong","North Dakota State",0.252,0.331,0.441,0.772,47,161,143,17,36,13,1,4,23,3,14,49,0,1
2022,"All Division I","Avianna Peterson","Coppin State",0.271,0.388,0.375,0.763,36,116,96,17,26,7,0,1,10,2,17,17,2,3
2022,"All Division I","Avrey Schumacher","Youngstown State",0.263,0.325,0.342,0.668,56,170,152,16,40,10,1,0,28,3,12,33,2,0
2022,"All Division I","Avrey Steiner","Illinois",0.391,0.415,0.437,0.851,56,210,197,35,77,9,0,0,20,0,8,19,10,6
2022,"All Division I","Avry Blume","UT Martin",0.281,0.327,0.425,0.752,52,164,146,25,41,7,1,4,29,4,7,28,5,0
2022,"All Division I","Aziah James","Connecticut",0.244,0.338,0.311,0.649,56,160,135,30,33,3,3,0,8,0,19,33,8,3
2022,"All Division I","Bailee Richardson","Georgia State",0.315,0.366,0.56,0.926,54,183,168,29,53,9,1,10,38,2,12,18,11,3
2022,"All Division I","Bailee Wilson","East Carolina",0.25,0.35,0.342,0.692,55,180,152,27,38,14,0,0,21,1,23,23,4,1
2022,"All Division I","Bailey Bates","Holy Cross",0.188,0.295,0.232,0.527,42,130,112,14,21,5,0,0,9,4,13,23,3,0
2022,"All Division I","Bailey Chavez","Holy Cross",0.264,0.331,0.279,0.61,49,170,140,18,37,2,0,0,6,1,13,14,7,1
2022,"All Division I","Bailey Curry","Western Kentucky",0.296,0.407,0.62,1.027,51,172,142,19,42,10,0,12,48,2,26,17,0,0
2022,"All Division I","Bailey Drapola","Pittsburgh",0.257,0.396,0.486,0.882,35,95,74,7,19,4,2,3,22,3,14,22,7,1
2022,"All Division I","Bailey Huneycutt","Western Carolina",0.329,0.434,0.671,1.105,53,182,152,31,50,7,0,15,50,3,26,23,9,2
2022,"All Division I","Bailey Ledvina","East Carolina",0.238,0.311,0.418,0.729,50,142,122,21,29,8,1,4,21,0,13,24,4,0
2022,"All Division I","Bailey Shorter","Austin Peay",0.252,0.343,0.409,0.751,48,183,159,30,40,6,2,5,16,4,18,22,2,1
2022,"All Division I","Bailey Vannoy","Charlotte",0.381,0.453,0.845,1.299,58,225,194,60,74,12,3,24,58,3,25,22,7,2
2022,"All Division I","Bailey Winscott","Virginia",0.262,0.441,0.31,0.751,41,113,84,18,22,2,1,0,5,3,24,12,9,3
2022,"All Division I","Bailley Concatto","SIUE",0.284,0.342,0.397,0.739,45,160,141,18,40,7,0,3,16,0,13,8,1,0
2022,"All Division I","Baylee Klingler","Washington",0.434,0.5,0.948,1.448,55,202,173,46,75,13,2,24,71,3,23,6,3,2
2022,"All Division I","Baylee Morton","Appalachian State",0.239,0.457,0.463,0.92,55,188,134,25,32,3,0,9,25,5,49,34,0,0
2022,"All Division I","Becca Edwards","Green Bay",0.275,0.392,0.44,0.833,46,130,109,12,30,7,1,3,16,5,16,24,0,0
2022,"All Division I","Becky Hurosky","Cleveland State",0.293,0.358,0.512,0.87,43,139,123,15,36,9,0,6,24,3,10,25,0,0
2022,"All Division I","Bella Devesa","Elon",0.178,0.241,0.196,0.438,46,124,107,12,19,2,0,0,4,2,7,24,1,1
2022,"All Division I","Bella Fiorentino","Penn",0.321,0.463,0.453,0.916,40,134,106,11,34,5,0,3,25,6,22,16,0,0
2022,"All Division I","Bella Loya","Illinois",0.261,0.324,0.369,0.693,53,173,157,11,41,6,1,3,27,3,12,5,3,0
2022,"All Division I","Bella Peterson","Indiana State",0.395,0.458,0.725,1.183,52,193,167,42,66,21,2,10,35,0,22,19,8,0
2022,"All Division I","Bella Rocco","Boise State",0.248,0.315,0.376,0.691,39,131,117,10,29,3,0,4,23,3,9,14,0,0
2022,"All Division I","Bethany Busch","Houston",0.26,0.359,0.45,0.81,49,157,131,25,34,5,1,6,21,5,16,31,11,4
2022,"All Division I","Bianca Barone","Northern Illinois",0.302,0.382,0.422,0.804,41,134,116,13,35,5,0,3,15,3,12,15,7,2
2022,"All Division I","Bianca Worthy","Wagner",0.324,0.321,0.387,0.709,44,124,111,15,36,2,1,1,13,0,0,12,1,0
2022,"All Division I","Billie McFadyen","Dartmouth",0.348,0.405,0.529,0.934,44,153,138,22,48,5,4,4,25,1,13,10,8,1
2022,"All Division I","Blayke Batten","UNC Greensboro",0.273,0.346,0.562,0.908,43,137,121,31,33,4,2,9,26,2,12,21,0,0
2022,"All Division I","Brandi Feeney","Saint Peter's",0.207,0.273,0.279,0.552,45,121,111,16,23,5,0,1,10,2,8,27,4,2
2022,"All Division I","Brandice Boatwright","Florida A&M",0.165,0.232,0.198,0.43,37,101,91,3,15,1,1,0,4,2,6,14,0,0
2022,"All Division I","Brenna Davenport","UMass Lowell",0.228,0.298,0.338,0.636,48,154,136,16,31,6,0,3,12,1,13,36,2,1
2022,"All Division I","Bri Avery","Butler",0.382,0.4,0.4,0.8,47,117,110,21,42,2,0,0,10,1,3,22,20,2
2022,"All Division I","Bri Lerma","Utah State",0.201,0.327,0.276,0.603,51,161,134,19,27,5,1,1,9,15,10,22,0,0
2022,"All Division I","Bri Stubbs","North Carolina",0.355,0.477,0.461,0.938,51,177,141,38,50,10,1,1,14,4,30,35,8,1
2022,"All Division I","Bri Walker","Central Connecticut",0.229,0.342,0.366,0.708,49,155,131,7,30,6,0,4,23,2,21,36,0,0
2022,"All Division I","Briana Marcelino","Connecticut",0.367,0.445,0.612,1.057,56,218,188,47,69,13,3,9,44,2,26,32,39,1
2022,"All Division I","Briana Martinez","New Mexico",0.243,0.362,0.434,0.796,53,169,136,21,33,5,0,7,19,1,25,37,2,1
2022,"All Division I","Briana Perez","UCLA",0.392,0.452,0.726,1.178,61,211,186,49,73,18,7,10,44,4,17,27,16,4
2022,"All Division I","Briana Ramirez","Towson",0.379,0.412,0.434,0.846,47,160,145,23,55,4,2,0,11,0,8,20,4,1
2022,"All Division I","Brianna Alston","Mississippi Valley",0.3,0.347,0.318,0.666,37,122,110,14,33,0,1,0,8,1,7,10,7,4
2022,"All Division I","Brianna Castro","Buffalo",0.311,0.405,0.515,0.92,45,155,132,22,41,13,1,4,22,4,17,20,3,1
2022,"All Division I","Brianna Clary","Stetson",0.33,0.394,0.341,0.735,56,200,179,41,59,0,1,0,8,1,18,18,23,6
2022,"All Division I","Brianna Pinto","Fordham",0.296,0.343,0.361,0.703,49,181,169,29,50,6,1,1,10,2,10,47,25,0
2022,"All Division I","Bridget Nasir","Quinnipiac",0.241,0.299,0.391,0.69,41,147,133,20,32,8,3,2,12,1,10,15,6,1
2022,"All Division I","Bridgette Strobl","Gardner-Webb",0.191,0.306,0.266,0.572,35,112,94,7,18,5,1,0,9,2,14,30,0,0
2022,"All Division I","Brinaya Bailey","Kennesaw State",0.329,0.409,0.434,0.842,51,164,143,9,47,3,0,4,29,6,14,29,0,0
2022,"All Division I","Brissa Alvarado","Coppin State",0.263,0.434,0.456,0.89,45,152,114,22,30,9,2,3,24,2,34,28,0,0
2022,"All Division I","Britaney Shaw","Houston",0.231,0.303,0.444,0.747,44,121,108,11,25,2,0,7,18,2,9,24,0,0
2022,"All Division I","Britanny Phillips","Florida International",0.242,0.34,0.258,0.599,49,144,120,11,29,2,0,0,9,0,19,5,4,2
2022,"All Division I","Brittany Ford","Indiana",0.304,0.351,0.593,0.944,48,148,135,15,41,9,0,10,40,2,9,25,0,0
2022,"All Division I","Brittany Jackson","NC State",0.303,0.44,0.485,0.925,56,171,132,31,40,10,1,4,23,4,29,25,5,1
2022,"All Division I","Brittnee Rossi","Hawaii",0.237,0.36,0.368,0.729,41,138,114,24,27,2,2,3,7,6,16,35,4,2
2022,"All Division I","Brittney Manthie","Creighton",0.241,0.341,0.241,0.581,36,94,79,18,19,0,0,0,0,1,11,29,3,2
2022,"All Division I","Brittney Mendoza","Delaware",0.336,0.409,0.545,0.954,45,164,143,31,48,13,1,5,33,2,17,14,6,0
2022,"All Division I","Brook Mitchell","Army",0.239,0.283,0.265,0.549,49,122,113,14,27,3,0,0,3,0,7,19,5,3
2022,"All Division I","Brooke Diaz","Louisiana Tech",0.292,0.388,0.478,0.867,54,189,161,18,47,9,0,7,39,10,16,23,2,0
2022,"All Division I","Brooke Dye","Stony Brook",0.183,0.261,0.26,0.52,41,121,104,14,19,2,0,2,12,4,7,32,3,2
2022,"All Division I","Brooke Glanden","Delaware",0.324,0.385,0.581,0.966,45,169,148,24,48,11,0,9,38,2,15,16,0,1
2022,"All Division I","Brooke Johnson","DePaul",0.389,0.51,0.745,1.255,53,200,157,40,61,15,1,13,52,4,37,31,3,1
2022,"All Division I","Brooke Pfefferle","Austin Peay",0.343,0.402,0.503,0.905,53,190,169,29,58,10,1,5,34,5,13,6,2,0
2022,"All Division I","Brooke Rice","Ohio",0.287,0.399,0.543,0.941,48,154,129,16,37,9,0,8,26,5,19,51,2,0
2022,"All Division I","Brooke Wilmes","Missouri",0.317,0.405,0.591,0.996,60,218,186,41,59,7,1,14,34,7,21,23,4,2
2022,"All Division I","Brooklyn Weisgram","Montana",0.273,0.348,0.488,0.835,46,140,121,21,33,8,0,6,22,8,7,29,1,0
2022,"All Division I","Brooklyn Whitt","Kent State",0.264,0.358,0.318,0.676,44,152,129,27,34,5,1,0,8,2,17,17,8,2
2022,"All Division I","Brooklynn Brewington","Western Carolina",0.294,0.368,0.347,0.715,53,191,170,30,50,5,2,0,15,2,18,35,32,7
2022,"All Division I","Brylee Hage","Western Kentucky",0.35,0.414,0.494,0.908,51,181,160,37,56,12,4,1,19,1,18,19,17,1
2022,"All Division I","Brylie St. Clair","Mississippi State",0.263,0.305,0.302,0.607,64,192,179,28,47,7,0,0,14,1,10,30,6,0
2022,"All Division I","Bubba Gleaves","Columbia",0.248,0.403,0.337,0.74,38,129,101,19,25,3,0,2,13,3,24,11,1,0
2022,"All Division I","Cailyn Peterson","Mississippi Valley",0.179,0.222,0.299,0.521,30,73,67,5,12,3,1,1,4,0,4,13,1,0
2022,"All Division I","Caitie Ladd","Michigan State",0.288,0.329,0.353,0.682,52,167,153,22,44,7,0,1,15,1,9,28,12,3
2022,"All Division I","Caitlin Coker","Boston University",0.326,0.406,0.542,0.948,57,220,190,45,62,15,4,6,24,8,18,16,12,4
2022,"All Division I","Caitlyn Britton","Central Michigan",0.315,0.392,0.608,1,51,168,143,23,45,9,0,11,39,2,18,48,0,1
2022,"All Division I","Caitlyn Brockway","Houston Christian",0.316,0.424,0.588,1.012,47,165,136,29,43,10,0,9,27,6,21,20,1,1
2022,"All Division I","Caitlyn Rogers","Texas State",0.302,0.421,0.525,0.946,53,174,139,24,42,6,2,7,34,8,22,31,0,1
2022,"All Division I","Calie Burris","Abilene Christian",0.369,0.517,0.623,1.141,51,173,130,19,48,13,1,6,26,7,34,25,1,0
2022,"All Division I","Cam Ybarra","Nebraska",0.365,0.404,0.646,1.05,52,193,178,37,65,14,3,10,39,0,13,9,1,0
2022,"All Division I","Cameron Andrews","Southern",0.25,0.302,0.266,0.568,48,143,128,21,32,2,0,0,11,2,8,6,10,4
2022,"All Division I","Cam Goodman","Southeastern Louisiana",0.426,0.464,0.519,0.983,49,143,129,38,55,2,2,2,13,0,9,16,30,4
2022,"All Division I","Cameryn Maykut","North Dakota State",0.307,0.376,0.458,0.834,53,186,166,29,51,13,0,4,48,3,16,24,2,1
2022,"All Division I","Cami Newbanks","Saint Louis",0.26,0.414,0.43,0.844,43,133,100,8,26,6,1,3,15,0,27,29,1,2
2022,"All Division I","Cami Sellers","Montana",0.307,0.404,0.553,0.958,47,180,150,25,46,10,0,9,34,5,21,21,1,0
2022,"All Division I","Camille Navarro","Howard",0.36,0.433,0.543,0.976,55,201,175,52,63,15,7,1,23,7,17,2,16,3
2022,"All Division I","Cammie Brummitt","Oakland",0.248,0.286,0.39,0.676,43,155,141,17,35,5,0,5,23,2,7,17,0,0
2022,"All Division I","Camryn Dean","UNC Wilmington",0.19,0.293,0.316,0.61,36,94,79,17,15,4,0,2,10,3,9,21,7,0
2022,"All Division I","Camryn Lyman","Long Island",0.388,0.44,0.443,0.883,54,202,183,34,71,10,0,0,24,0,17,14,8,2
2022,"All Division I","Camryn McLemore","Jacksonville State",0.363,0.446,0.637,1.083,44,133,113,24,41,8,1,7,19,2,15,15,1,1
2022,"All Division I","Camryn Middlebrook","Stephen F. Austin",0.301,0.419,0.417,0.836,55,202,163,37,49,9,2,2,20,11,23,25,1,0
2022,"All Division I","Camryn Monteer","Bradley",0.31,0.393,0.381,0.774,52,191,168,30,52,4,4,0,12,1,22,23,19,2
2022,"All Division I","Camryn Wincher","Michigan State",0.331,0.393,0.396,0.789,51,174,154,20,51,7,0,1,20,1,16,28,2,1
2022,"All Division I","Camryn Wineinger","Memphis",0.307,0.399,0.436,0.834,53,167,140,23,43,5,2,3,24,2,20,23,2,1
2022,"All Division I","Cana Davis","FGCU",0.374,0.45,0.763,1.213,50,160,139,25,52,11,2,13,44,3,17,24,0,1
2022,"All Division I","Cara McNulty","Saint Peter's",0.322,0.346,0.45,0.796,55,182,171,18,55,8,1,4,30,5,3,16,7,0
2022,"All Division I","Carlee McCondichie","Auburn",0.338,0.372,0.5,0.872,56,147,136,32,46,6,2,4,21,1,7,17,8,2
2022,"All Division I","Carley Barjaktarovich","Lehigh",0.366,0.416,0.366,0.782,50,181,164,36,60,0,0,0,4,0,14,15,23,4
2022,"All Division I","Carley Davis","Elon",0.266,0.331,0.347,0.678,47,140,124,10,33,4,0,2,20,2,11,9,3,0
2022,"All Division I","Carley Goetschius","North Dakota State",0.248,0.268,0.346,0.614,47,159,153,18,38,6,0,3,23,0,4,12,4,1
2022,"All Division I","Carley Morfey","Sacramento State",0.298,0.352,0.506,0.858,55,183,168,28,50,11,0,8,44,1,13,20,0,0
2022,"All Division I","Carley Nance","Seattle",0.287,0.403,0.624,1.027,56,192,157,27,45,8,0,15,58,3,29,32,0,0
2022,"All Division I","Carli Campbell","Syracuse",0.311,0.404,0.311,0.715,37,104,90,19,28,0,0,0,6,0,14,15,8,2
2022,"All Division I","Carli Spelhaug","Iowa State",0.313,0.441,0.553,0.994,51,187,150,52,47,12,3,6,19,9,26,44,15,1
2022,"All Division I","Carly Lucchetti","Pacific",0.353,0.372,0.453,0.825,46,158,150,21,53,6,3,1,13,0,5,17,12,2
2022,"All Division I","Carly Robinson","Eastern Kentucky",0.209,0.388,0.427,0.815,46,147,110,8,23,3,0,7,24,1,33,32,0,0
2022,"All Division I","Carly Rybinski","Saint Joseph's",0.204,0.263,0.213,0.476,46,120,108,13,22,1,0,0,5,2,7,14,5,0
2022,"All Division I","Carlyn Hernandez","Bryant",0.248,0.333,0.319,0.652,40,132,113,15,28,5,0,1,14,1,14,23,0,0
2022,"All Division I","Carolina Davis","East Tennessee State",0.207,0.255,0.241,0.497,45,98,87,2,18,1,1,0,3,0,6,28,2,5
2022,"All Division I","Caroline Baratta","Marist",0.287,0.358,0.517,0.875,55,193,174,40,50,10,0,10,38,1,18,18,12,1
2022,"All Division I","Caroline Hudson","Liberty",0.311,0.363,0.646,1.009,62,223,206,46,64,12,3,17,53,1,16,28,3,1
2022,"All Division I","Caroline Jacobsen","Duke",0.339,0.432,0.71,1.141,52,146,124,37,42,8,1,12,33,0,21,22,2,1
2022,"All Division I","Caroline Nichols","South Alabama",0.305,0.376,0.373,0.749,44,134,118,24,36,2,3,0,10,0,14,18,7,2
2022,"All Division I","Caroline Spacek","Ohio",0.313,0.339,0.482,0.821,48,179,166,26,52,10,0,6,35,0,8,24,5,0
2022,"All Division I","Carolyn Skotz","Yale",0.258,0.353,0.382,0.735,33,107,89,14,23,6,1,1,8,2,11,14,2,0
2022,"All Division I","Casey Walker","Hampton",0.256,0.313,0.322,0.635,47,136,121,11,31,3,1,1,8,2,8,39,14,2
2022,"All Division I","Cassidy Triska","Fairleigh Dickinson",0.353,0.405,0.718,1.123,47,176,156,41,55,10,1,15,30,4,11,20,12,1
2022,"All Division I","Cassie Castaneda","North Dakota",0.276,0.329,0.343,0.672,47,149,134,6,37,9,0,0,14,1,11,19,1,0
2022,"All Division I","Cassie Henning","Georgetown",0.23,0.3,0.29,0.59,43,112,100,11,23,3,0,1,6,3,7,29,1,0
2022,"All Division I","Cassie Swenson","Rhode Island",0.224,0.281,0.254,0.535,46,151,134,11,30,4,0,0,12,0,11,17,2,0
2022,"All Division I","Cassie Thomerson","Indiana State",0.184,0.407,0.286,0.693,46,135,98,19,18,2,1,2,12,12,25,27,7,2
2022,"All Division I","Cat Crenek","Texas State",0.325,0.403,0.392,0.795,44,143,120,22,39,3,1,1,18,0,17,28,14,0
2022,"All Division I","Cayla Nielsen","Creighton",0.296,0.358,0.489,0.847,42,150,135,34,40,10,2,4,17,0,13,28,4,2
2022,"All Division I","Cayla Tulley","UMass Lowell",0.256,0.303,0.519,0.822,42,142,129,23,33,6,2,8,38,2,8,40,3,1
2022,"All Division I","Celia Macari","Cornell",0.179,0.284,0.263,0.548,38,113,95,7,17,2,0,2,8,1,13,13,0,1
2022,"All Division I","Chaela Crowder","Rider",0.296,0.345,0.309,0.653,41,87,81,1,24,1,0,0,11,0,6,8,0,0
2022,"All Division I","Charla Echols","Florida",0.307,0.413,0.474,0.887,67,243,192,29,59,15,1,5,59,4,37,17,3,0
2022,"All Division I","Chase Knapp","Bucknell",0.254,0.319,0.365,0.684,44,138,126,15,32,4,2,2,10,1,11,28,1,0
2022,"All Division I","Chelie Senini","Nevada",0.348,0.394,0.416,0.81,51,193,178,46,62,3,3,1,12,0,14,14,47,3
2022,"All Division I","Chelsea Alexander","Oklahoma State",0.321,0.426,0.401,0.827,57,166,137,28,44,4,2,1,11,6,19,23,21,2
2022,"All Division I","Chelsea Manto","Hofstra",0.358,0.387,0.409,0.796,48,188,176,30,63,3,3,0,11,0,9,28,21,4
2022,"All Division I","Chelsy Pena","Southeast Missouri",0.264,0.33,0.374,0.704,46,100,91,20,24,4,0,2,18,0,9,16,2,0
2022,"All Division I","Cheyenne Cavanaugh","Belmont",0.451,0.516,0.599,1.115,50,188,162,41,73,12,0,4,27,4,20,11,31,1
2022,"All Division I","Cheyenne Lindsey","Florida",0.332,0.366,0.49,0.856,68,229,208,40,69,5,8,4,34,0,13,42,8,1
2022,"All Division I","Chloe Camarero","Weber State",0.364,0.438,0.688,1.126,50,180,154,40,56,11,3,11,37,4,17,10,9,5
2022,"All Division I","Chloe Cruz","Kent State",0.223,0.33,0.426,0.756,38,115,94,11,21,3,2,4,18,1,14,26,1,1
2022,"All Division I","Chloe Malau'ulu","Mississippi State",0.332,0.422,0.539,0.961,64,227,193,46,64,12,2,8,25,1,30,26,7,2
2022,"All Division I","Chloe Morgan","Binghamton",0.262,0.305,0.312,0.617,45,156,141,16,37,3,2,0,12,2,7,18,3,2
2022,"All Division I","Chloe Smith","Villanova",0.328,0.398,0.497,0.895,56,201,177,29,58,13,1,5,31,6,16,20,2,1
2022,"All Division I","Christaana Angelopulos","Wisconsin",0.084,0.18,0.159,0.339,50,122,107,8,9,2,0,2,10,7,6,41,1,1
2022,"All Division I","Chyenne Factor","Oklahoma State",0.303,0.435,0.52,0.954,62,198,152,31,46,3,0,10,35,8,29,26,1,1
2022,"All Division I","Ciara Briggs","LSU",0.368,0.435,0.468,0.904,57,220,190,53,70,7,3,2,32,0,24,26,8,0
2022,"All Division I","Ciara Granado","Long Island",0.306,0.344,0.365,0.709,55,186,170,19,52,10,0,0,24,1,10,16,2,0
2022,"All Division I","Ciarra Mata","UTSA",0.245,0.316,0.33,0.646,42,117,106,21,26,3,0,2,10,1,10,31,0,0
2022,"All Division I","Claudia Ware","Campbell",0.264,0.364,0.345,0.709,52,183,148,28,39,7,1,1,15,3,21,28,18,2
2022,"All Division I","Conchetta Rinaldi","Youngstown State",0.271,0.291,0.429,0.72,56,199,177,13,48,10,0,6,32,1,6,32,0,0
2022,"All Division I","Cora Bassett","Indiana",0.4,0.505,0.768,1.273,49,190,155,57,62,18,0,13,34,5,29,17,16,5
2022,"All Division I","Cori Hoffler","Charlotte",0.333,0.384,0.573,0.957,54,191,171,31,57,11,0,10,32,9,7,29,6,3
2022,"All Division I","Corinne Badger","Stony Brook",0.31,0.374,0.724,1.098,48,163,145,34,45,7,1,17,46,6,10,27,3,1
2022,"All Division I","Courtney Callahan","Michigan State",0.288,0.397,0.424,0.821,49,163,125,23,36,9,1,2,17,2,22,24,13,4
2022,"All Division I","Courtney Coppersmith","UMBC",0.328,0.374,0.5,0.874,41,133,122,20,40,9,0,4,18,1,8,25,0,1
2022,"All Division I","Courtney Day","Texas",0.3,0.385,0.654,1.039,57,148,130,21,39,10,0,12,34,3,15,24,1,0
2022,"All Division I","Courtney Fernette","Cleveland State",0.239,0.299,0.504,0.803,42,129,117,19,28,7,3,6,21,4,6,30,2,1
2022,"All Division I","Courtney Lanpher","Merrimack",0.276,0.388,0.409,0.798,42,154,127,27,35,8,0,3,14,4,20,38,13,3
2022,"All Division I","Courtney Mahoney","Fairleigh Dickinson",0.216,0.303,0.293,0.596,42,136,116,16,25,6,0,1,13,1,14,15,2,1
2022,"All Division I","Courtney Wilson","South Dakota",0.32,0.362,0.372,0.734,53,187,172,30,55,4,1,1,21,1,11,25,9,1
2022,"All Division I","Cydney Curran","CSU Bakersfield",0.298,0.36,0.419,0.78,45,138,124,14,37,4,4,1,12,2,10,20,2,2
2022,"All Division I","Cylie Halvorson","South Dakota State",0.309,0.351,0.663,1.014,54,191,178,39,55,6,0,19,46,4,8,38,1,0
2022,"All Division I","Daisy Hess","Georgia State",0.252,0.341,0.367,0.709,52,168,147,23,37,12,1,1,15,3,17,21,29,4
2022,"All Division I","Daisy Munoz","Cal State Fullerton",0.328,0.389,0.57,0.959,59,211,186,26,61,15,0,10,49,3,18,23,0,0
2022,"All Division I","Dallas Millwood","Hawaii",0.224,0.308,0.402,0.71,40,121,107,9,24,4,0,5,18,3,10,34,0,0
2022,"All Division I","Danielle Davis","Illinois",0.311,0.422,0.453,0.875,52,128,106,14,33,8,2,1,16,5,16,26,4,2
2022,"All Division I","Danielle Diaz","Stetson",0.313,0.373,0.367,0.74,56,191,166,18,52,6,0,1,21,0,17,16,6,1
2022,"All Division I","Danielle Dominik","Monmouth",0.186,0.297,0.256,0.553,42,101,86,2,16,3,0,1,8,1,13,27,1,0
2022,"All Division I","Danielle Duplay","Nicholls",0.272,0.409,0.296,0.705,47,156,125,20,34,3,0,0,9,1,28,21,10,2
2022,"All Division I","Danielle Lew","Nevada",0.224,0.32,0.336,0.656,51,159,134,15,30,9,0,2,12,2,17,37,1,0
2022,"All Division I","Danielle Serna","Colorado State",0.287,0.365,0.485,0.851,46,156,136,12,39,9,0,6,25,4,14,26,0,0
2022,"All Division I","Daphne Plummer","Missouri State",0.373,0.407,0.447,0.854,48,173,161,32,60,6,3,0,8,3,7,12,29,4
2022,"All Division I","Darby Trull","Virginia Tech",0.319,0.444,0.466,0.91,50,144,116,26,37,7,2,2,13,2,25,13,3,0
2022,"All Division I","Dayna Kennedy","Illinois State",0.297,0.36,0.683,1.044,40,111,101,16,30,3,0,12,26,3,7,25,0,0
2022,"All Division I","Deja Davis","Duke",0.318,0.423,0.534,0.957,43,105,88,22,28,8,1,3,15,4,12,9,10,0
2022,"All Division I","Delainey Fenoglio","Kansas City",0.301,0.395,0.463,0.858,47,157,136,10,41,4,0,6,25,1,20,15,0,0
2022,"All Division I","Delaney Cumbie","UNC Greensboro",0.301,0.469,0.66,1.129,53,208,153,48,46,7,0,16,33,22,29,24,0,1
2022,"All Division I","Delaney Rummell","Illinois",0.263,0.313,0.479,0.792,56,188,167,31,44,6,0,10,34,4,9,19,9,2
2022,"All Division I","Delaney Taylor","Drake",0.304,0.4,0.376,0.776,45,146,125,25,38,4,1,1,23,5,15,17,10,4
2022,"All Division I","Delanie Johnson","Ball State",0.269,0.358,0.471,0.829,43,120,104,8,28,6,0,5,30,7,8,21,0,0
2022,"All Division I","DeNae Chatman","Grand Canyon",0.356,0.429,0.632,1.061,55,191,163,32,58,3,0,14,51,2,22,18,1,0
2022,"All Division I","Denali Schappacher","UCF",0.318,0.402,0.399,0.801,63,200,173,37,55,6,4,0,16,1,24,27,16,3
2022,"All Division I","Denay Griffin","Liberty",0.259,0.423,0.422,0.845,50,149,116,18,30,4,0,5,22,0,33,34,2,0
2022,"All Division I","Denise Armendariz","UNLV",0.341,0.378,0.549,0.927,58,199,182,29,62,5,0,11,47,1,11,32,1,0
2022,"All Division I","Deshea Hill","Cal State Fullerton",0.26,0.321,0.432,0.753,56,188,169,14,44,6,1,7,32,4,12,23,0,0
2022,"All Division I","Desirea Lindsey","Alcorn State",0.279,0.396,0.324,0.72,42,135,111,20,31,5,0,0,14,1,21,22,7,2
2022,"All Division I","Destini Brown","Southern Miss",0.366,0.475,0.615,1.09,52,198,161,49,59,6,5,8,27,3,32,23,29,2
2022,"All Division I","Destiny Cuevas","Florida A&M",0.317,0.359,0.517,0.876,49,159,145,25,46,12,1,5,20,1,9,15,1,0
2022,"All Division I","Destiny Hernandez","Southern",0.26,0.316,0.366,0.682,44,137,123,11,32,7,0,2,23,0,10,10,0,0
2022,"All Division I","Destiny Middleton","North Carolina",0.264,0.304,0.333,0.638,50,140,129,23,34,3,3,0,6,2,6,21,6,3
2022,"All Division I","Devyn Flaherty","Florida State",0.353,0.404,0.535,0.939,61,208,187,45,66,12,2,6,31,3,15,16,26,3
2022,"All Division I","Devyn Losco","Hofstra",0.235,0.252,0.322,0.574,47,124,115,15,27,5,1,1,10,1,2,29,2,0
2022,"All Division I","Dez Cardenas","North Dakota State",0.335,0.408,0.461,0.869,53,191,167,29,56,14,2,1,30,3,19,27,8,3
2022,"All Division I","Dezarae Maldonado","USF",0.27,0.303,0.459,0.762,51,133,122,19,33,5,0,6,22,1,6,19,3,0
2022,"All Division I","Diamond Porter","North Carolina Central",0.225,0.338,0.369,0.708,44,130,111,18,25,5,1,3,11,6,13,24,9,0
2022,"All Division I","Diamond Williams","Mercer",0.317,0.386,0.518,0.904,50,158,139,24,44,11,1,5,34,1,16,28,0,0
2022,"All Division I","Djhane Valido","Boston College",0.186,0.282,0.237,0.519,40,111,97,13,18,2,0,1,5,2,11,27,2,0
2022,"All Division I","Dream Weaver","Southern Utah",0.233,0.34,0.267,0.606,40,106,90,10,21,3,0,0,6,2,13,20,0,0
2022,"All Division I","Drew Menscer","Elon",0.255,0.376,0.265,0.641,44,120,98,26,25,1,0,0,3,0,19,18,8,3
2022,"All Division I","EJ Bankson","George Mason",0.304,0.388,0.419,0.807,48,171,148,23,45,7,2,2,23,0,21,22,3,2
2022,"All Division I","Elayna Tsiouplis","Brown",0.274,0.313,0.406,0.718,35,114,106,12,29,6,1,2,14,4,2,19,2,0
2022,"All Division I","Elena Gonzalez","Rider",0.283,0.308,0.454,0.762,49,161,152,27,43,12,1,4,34,0,6,20,2,1
2022,"All Division I","Eli Espinosa","Utah",0.192,0.276,0.282,0.558,41,87,78,4,15,1,0,2,7,3,6,23,0,0
2022,"All Division I","Elise Gibbs","Bethune-Cookman",0.253,0.315,0.293,0.608,38,110,99,14,25,2,1,0,4,1,8,18,6,1
2022,"All Division I","Elise Shewmaker","Lipscomb",0.243,0.355,0.343,0.698,52,172,140,22,34,6,1,2,16,3,22,28,3,1
2022,"All Division I","Elison Ollinger","Belmont",0.276,0.348,0.504,0.851,44,141,127,32,35,8,3,5,25,2,12,31,2,2
